VIN,ITOT,VOUT,VDROP
1.8,+6.249071E-03,1.29316936,-0.146216857
1.775,+6.217736E-03,1.29274745,-0.146213121
1.75,+6.201325E-03,1.292781,-0.146214542
1.725,+6.185158E-03,1.2926911,-0.146201882
1.7,+6.170866E-03,1.29271382,-0.146193412
1.675,+6.156635E-03,1.29239425,-0.146206652
1.65,+6.142675E-03,1.29246979,-0.14619786
1.625,+6.126656E-03,1.29239199,-0.146207859
1.6,+6.111316E-03,1.292209,-0.146204195
1.575,+6.094881E-03,1.29216717,-0.146201557
1.55,+6.079878E-03,1.29195851,-0.146203002
1.525,+6.065282E-03,1.29190548,-0.146197117
1.5,+6.049709E-03,1.29194951,-0.146202355
1.475,+6.034482E-03,1.2919476,-0.146193078
1.45,+6.017045E-03,1.29183749,-0.14619267
1.425,+6.000642E-03,1.29166982,-0.146185395
1.4,+5.982880E-03,1.29172172,-0.146192636
1.375,+5.964691E-03,1.29157565,-0.146176935
1.35,+5.944649E-03,1.291477,-0.146190793
1.325,+5.924497E-03,1.29132375,-0.146181347
1.3,+5.876657E-03,1.28418592,-0.146183396
1.275,+5.726602E-03,1.25940752,-0.146194866
1.25,+5.578011E-03,1.23446092,-0.146183588
1.225,+5.432836E-03,1.20954445,-0.146190938
1.2,+5.292244E-03,1.18460175,-0.146186576
1.175,+5.156809E-03,1.15962831,-0.146185192
1.15,+5.027125E-03,1.13467427,-0.146169572
1.125,+4.902862E-03,1.10968022,-0.146179738
1.1,+4.784078E-03,1.08468916,-0.146173347
1.075,+4.669906E-03,1.05967252,-0.146170283
1.05,+4.559940E-03,1.03469116,-0.146173575
1.025,+4.453138E-03,1.00964878,-0.146173408
1.0,+4.348976E-03,0.984622334,-0.146179612
