IL,ITOT,VOUT,VDROP
0.0001,+3.167758E-03,1.19340008,0.561533978
0.0003,+3.355727E-03,1.19316776,0.509343262
0.0005,+3.553213E-03,1.19365573,0.457179023
0.001,+4.050977E-03,1.19319846,0.326748541
0.002,+5.045359E-03,1.1932184,0.0650945537
0.003,+6.037340E-03,1.19350588,-0.195617726
0.004,+7.025428E-03,1.19363796,-0.455606119
0.005,+8.018212E-03,1.1936522,-0.71647262
0.006,+9.006669E-03,1.1937845,-0.97727187
0.007,+9.995837E-03,1.1938028,-1.23812077
0.008,+1.049992E-02,1.19316487,-1.4987354
0.009,+1.049990E-02,1.03572904,-1.75959317
0.01,+1.049990E-02,0.816752321,-2.02045486
