IL,ITOT,VOUT,VDROP
0.0001,+3.362565E-03,1.29330457,0.611006676
0.0003,+3.551392E-03,1.2932342,0.558819918
0.0005,+3.747562E-03,1.29319654,0.506605987
0.001,+4.244326E-03,1.29311935,0.376178331
0.002,+5.240161E-03,1.29324002,0.114588936
0.003,+6.229314E-03,1.29309721,-0.146153462
0.004,+7.218665E-03,1.29346137,-0.406247085
0.005,+8.208395E-03,1.29339007,-0.6671927
0.006,+9.198504E-03,1.29348095,-0.927719573
0.007,+1.018833E-02,1.2936587,-1.18860008
0.008,+1.049992E-02,1.29271384,-1.44945772
0.009,+1.049991E-02,1.08535707,-1.71032334
0.01,+1.049990E-02,0.865664999,-1.97119692
