VIN,ITOT,VOUT,VDROP
3.3,+3.207849E-03,2.34631347,-0.977550034
3.2,+3.186494E-03,2.34687655,-0.977566099
3.1,+3.174486E-03,2.34705125,-0.977566115
3.0,+3.162674E-03,2.34721369,-0.977542809
2.9,+3.143875E-03,2.3472909,-0.9775753
2.8,+3.093021E-03,2.34724909,-0.977561131
2.7,+2.998545E-03,2.34328469,-0.977566037
2.6,+2.899779E-03,1.84585213,-0.977725597
2.5,+2.796381E-03,1.72024949,-0.977752784
2.4,+2.692079E-03,1.62238309,-0.977778153
2.3,+2.587935E-03,1.52372903,-0.977795422
2.2,+2.484087E-03,1.42513593,-0.977854622
2.1,+2.380093E-03,1.32639522,-0.977866003
2.0,+2.275997E-03,1.22769165,-0.977893624
