IL,ITOT,VOUT,VDROP
0.0001,+3.025633E-03,1.09592296,0.512438556
0.0003,+3.213022E-03,1.0958822,0.460417964
0.0005,+3.407876E-03,1.09607367,0.408194277
0.001,+3.904531E-03,1.09583986,0.277630029
0.002,+4.897504E-03,1.09595007,0.0156922281
0.003,+5.888884E-03,1.09599692,-0.245235208
0.004,+6.876775E-03,1.09597614,-0.505697447
0.005,+7.866249E-03,1.09608896,-0.766589272
0.006,+8.855918E-03,1.09597357,-1.02771676
0.007,+9.845385E-03,1.09598438,-1.2888165
0.008,+1.049986E-02,1.09496922,-1.54993543
0.009,+1.049984E-02,1.02902514,-1.81102459
0.01,+1.049983E-02,0.766574993,-2.07195655
