IL,ITOT,VOUT,VDROP
0.0001,+3.983337E-03,1.59562145,0.760602443
0.0003,+4.168720E-03,1.59558086,0.708360936
0.0005,+4.364760E-03,1.59562228,0.656122062
0.001,+4.859077E-03,1.59569021,0.525490276
0.002,+5.847925E-03,1.59564938,0.26448616
0.003,+6.841800E-03,1.59567534,0.00244338282
0.004,+7.831343E-03,1.59583116,-0.25858385
0.005,+8.819572E-03,1.59594629,-0.519084195
0.006,+9.809202E-03,1.59595859,-0.7800798
0.007,+1.049985E-02,1.59513676,-1.0412481
0.008,+1.049985E-02,1.43205344,-1.30246132
0.009,+1.049985E-02,1.24382698,-1.56364572
0.01,+1.049984E-02,1.01044183,-1.82481103
