IL,ITOT,VOUT,VDROP
0.0001,+3.216759E-03,1.1958197,0.562216398
0.0003,+3.404392E-03,1.19578338,0.509933181
0.0005,+3.600611E-03,1.19572228,0.457736092
0.001,+4.095264E-03,1.19565548,0.327171225
0.002,+5.088486E-03,1.19558874,0.06525629
0.003,+6.078574E-03,1.19567195,-0.19570984
0.004,+7.065935E-03,1.19561577,-0.456023888
0.005,+8.057208E-03,1.19581044,-0.717163879
0.006,+9.045769E-03,1.19562054,-0.978236828
0.007,+1.003559E-02,1.19575182,-1.239367
0.008,+1.049985E-02,1.19438187,-1.50026203
0.009,+1.049984E-02,1.03225608,-1.7613623
0.01,+1.049983E-02,0.815549551,-2.0224814
