IL,ITOT,VOUT,VDROP,VISET
0.0001,+8.325651E-04,1.29785258,1.25560084,1.2786227941176471
0.0003,+1.065424E-03,1.29715718,1.20341525,1.2257627941176472
0.0005,+1.279859E-03,1.2966567,1.15123317,1.172902794117647
0.001,+1.796905E-03,1.29629347,1.02071026,1.040752794117647
0.002,+2.802416E-03,1.29595807,0.75968412,0.7764527941176471
0.003,+3.798837E-03,1.29585085,0.498890802,0.512152794117647
0.004,+4.795264E-03,1.29583638,0.237048645,0.24785279411764694
0.005,+5.788308E-03,1.29600297,-0.023856505,-0.016447205882353044
0.006,+6.776971E-03,1.29600601,-0.284040181,-0.280747205882353
0.007,+7.767539E-03,1.29609479,-0.544982119,-0.5450472058823532
0.008,+8.757317E-03,1.29630091,-0.805754262,-0.809347205882353
0.009,+9.747465E-03,1.29634529,-1.06669381,-1.0736472058823525
0.01,+1.049987E-02,1.29569137,-1.32766933,-1.337947205882353
