IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.003543E-04,1.69607196,1.65224968,1.6801774999999999
0.0003,+1.111044E-03,1.69570479,1.60002213,1.6273175
0.0005,+1.317401E-03,1.69557262,1.54783552,1.5744574999999998
0.001,+1.824504E-03,1.69536835,1.41727546,1.4423074999999999
0.002,+2.823954E-03,1.69503866,1.15625122,1.1780074999999999
0.003,+3.817623E-03,1.69491694,0.895192978,0.9137074999999999
0.004,+4.809833E-03,1.69506358,0.63434563,0.6494074999999999
0.005,+5.801094E-03,1.69512108,0.373358949,0.38510749999999994
0.006,+6.794679E-03,1.69513139,0.111581167,0.12080749999999973
0.007,+7.785827E-03,1.69535575,-0.149298948,-0.14349250000000024
0.008,+8.773635E-03,1.69536091,-0.409623741,-0.4077925
0.009,+9.763054E-03,1.69548557,-0.670407675,-0.6720925
0.01,+1.049987E-02,1.68168865,-0.931337447,-0.9363925
