IL,ITOT,VOUT,VDROP,VISET
0.0001,+8.441648E-04,1.39747323,1.35485647,1.3790114705882353
0.0003,+1.073150E-03,1.39675873,1.30264264,1.3261514705882351
0.0005,+1.287134E-03,1.39635683,1.25042178,1.2732914705882352
0.001,+1.802412E-03,1.39582728,1.1199131,1.1411414705882352
0.002,+2.807670E-03,1.39580763,0.858881777,0.8768414705882351
0.003,+3.802579E-03,1.39568811,0.597863175,0.6125414705882352
0.004,+4.795409E-03,1.39571742,0.336862462,0.34824147058823507
0.005,+5.791934E-03,1.39564596,0.0751943905,0.08394147058823509
0.006,+6.782996E-03,1.39579492,-0.185645309,-0.1803585294117649
0.007,+7.769648E-03,1.39586112,-0.445880447,-0.44465852941176487
0.008,+8.760824E-03,1.39582131,-0.706867279,-0.7089585294117651
0.009,+9.750641E-03,1.39597433,-0.967581608,-0.9732585294117646
0.01,+1.049987E-02,1.3953787,-1.22852458,-1.237558529411765
