IL,ITOT,VOUT,VDROP,VISET
0.0001,+8.214934E-04,1.19805672,1.1564485,1.1782341176470588
0.0003,+1.057138E-03,1.19733951,1.10420182,1.1253741176470589
0.0005,+1.275316E-03,1.19677283,1.05204782,1.0725141176470587
0.001,+1.791704E-03,1.19627628,0.921515356,0.9403641176470587
0.002,+2.796524E-03,1.196032,0.660733645,0.6760641176470588
0.003,+3.794424E-03,1.19588176,0.399716859,0.41176411764705867
0.004,+4.792095E-03,1.19571999,0.137922557,0.1474641176470588
0.005,+5.784587E-03,1.19594718,-0.122936712,-0.1168358823529414
0.006,+6.773810E-03,1.19601524,-0.383242981,-0.3811358823529414
0.007,+7.764145E-03,1.19605338,-0.644024696,-0.6454358823529414
0.008,+8.753837E-03,1.19617387,-0.904936745,-0.9097358823529411
0.009,+9.744219E-03,1.19623422,-1.16585444,-1.174035882352941
0.01,+1.049988E-02,1.19562671,-1.42680891,-1.438335882352941
