IL,ITOT,VOUT,VDROP,VISET
0.0001,+8.059798E-04,0.701052049,0.66101262,0.6762907352941177
0.0003,+1.041131E-03,0.699738757,0.608825052,0.6234307352941176
0.0005,+1.259994E-03,0.699405247,0.556625512,0.5705707352941176
0.001,+1.777680E-03,0.698628865,0.426152773,0.43842073529411757
0.002,+2.787319E-03,0.697958304,0.164350104,0.17412073529411753
0.003,+3.783734E-03,0.697746003,-0.0965410103,-0.09017926470588244
0.004,+4.776536E-03,0.697623595,-0.356767924,-0.35447926470588254
0.005,+5.768728E-03,0.697302659,-0.617557959,-0.6187792647058825
0.006,+6.762898E-03,0.697671458,-0.878447946,-0.8830792647058825
0.007,+7.752111E-03,0.69774918,-1.13937159,-1.1473792647058825
0.008,+8.744854E-03,0.697916287,-1.40035341,-1.4116792647058827
0.009,+9.734279E-03,0.697854697,-1.66128838,-1.6759792647058827
0.01,+1.049988E-02,0.696977545,-1.92203805,-1.9402792647058826
