IL,ITOT,VOUT,VDROP
0.0001,+4.182899E-03,1.70041102,-0.0104615382
0.0003,+4.339624E-03,1.70033152,-0.0104816867
0.0005,+4.529068E-03,1.70024425,-0.0104966286
0.001,+5.020643E-03,1.70023628,-0.0105381573
0.002,+6.011060E-03,1.70010964,-0.0106128694
0.003,+7.002811E-03,1.70008085,-0.0106787081
0.004,+7.990293E-03,1.70012048,-0.0107575984
0.005,+8.975795E-03,1.70002876,-0.0108322299
0.006,+9.963882E-03,1.69965551,-0.0109078538
0.007,+1.049989E-02,1.66744556,-0.0109791049
0.008,+1.049989E-02,1.50944775,-0.0110571974
0.009,+1.049988E-02,1.32135418,-0.0111420811
0.01,+1.049988E-02,1.09230275,-0.0112127512
