IL,ITOT,VOUT,VDROP
0.0001,+3.218975E-03,1.20187572,-0.0105374456
0.0003,+3.383718E-03,1.20198729,-0.0105524737
0.0005,+3.576231E-03,1.20197622,-0.010565781
0.001,+4.071089E-03,1.20176463,-0.0105963624
0.002,+5.066409E-03,1.20146235,-0.0106693093
0.003,+6.057649E-03,1.20133923,-0.0107436128
0.004,+7.043655E-03,1.20093219,-0.0108008033
0.005,+8.033712E-03,1.20074724,-0.0108748566
0.006,+9.022158E-03,1.20091351,-0.0109462606
0.007,+1.001021E-02,1.20049348,-0.0110191185
0.008,+1.049988E-02,1.19904442,-0.0110881458
0.009,+1.049986E-02,1.07173536,-0.0111705971
0.01,+1.049986E-02,0.844058015,-0.0112416981
