IL,ITOT,VOUT,VDROP
0.0001,+3.606830E-03,1.40160028,-0.0105192791
0.0003,+3.767810E-03,1.40152396,-0.0105274075
0.0005,+3.958391E-03,1.40128075,-0.0105485818
0.001,+4.452610E-03,1.40135933,-0.0105937355
0.002,+5.445790E-03,1.40084042,-0.0106514958
0.003,+6.435298E-03,1.40062952,-0.0107256131
0.004,+7.422799E-03,1.40076791,-0.0107992076
0.005,+8.411949E-03,1.40068044,-0.0108534765
0.006,+9.399618E-03,1.40048917,-0.0109119152
0.007,+1.038705E-02,1.40046923,-0.0109870498
0.008,+1.049988E-02,1.39625671,-0.0110602691
0.009,+1.049987E-02,1.15840721,-0.0111416641
0.01,+1.049987E-02,0.943985626,-0.0112161316
