VIN,ITOT,VOUT,VDROP
3.3,+3.182553E-03,1.59801172,0.111628954
3.2,+3.171041E-03,1.59778629,0.111648877
3.1,+3.161187E-03,1.59768,0.111629084
3.0,+3.151687E-03,1.59765876,0.111638883
2.9,+3.142665E-03,1.59763898,0.111606462
2.8,+3.133406E-03,1.59760849,0.11161424
2.7,+3.123446E-03,1.59760105,0.111617145
2.6,+3.103636E-03,1.5976977,0.111613325
2.5,+2.989705E-03,1.56582858,0.111616561
2.4,+2.794462E-03,1.46740257,0.111581245
2.3,+2.591101E-03,1.3686143,0.111557196
2.2,+2.388429E-03,1.27010024,0.111505438
2.1,+2.185303E-03,1.17158954,0.111488394
2.0,+1.982535E-03,1.07315106,0.111462444
1.9,+1.780124E-03,0.974826528,0.111469144
1.8,+1.578051E-03,0.876771666,0.111435324
1.7,+1.376481E-03,0.778887753,0.111415812
1.6,+1.175561E-03,0.681300205,0.111387524
