IL,ITOT,VOUT,VDROP
0.0001,+4.145400E-03,1.69570031,0.811324065
0.0003,+4.326161E-03,1.69570928,0.758956822
0.0005,+4.520177E-03,1.6958015,0.706630693
0.001,+5.015027E-03,1.6958009,0.575736175
0.002,+6.005059E-03,1.69578976,0.313977909
0.003,+6.999157E-03,1.69570464,0.0515445609
0.004,+7.988840E-03,1.69580692,-0.209990404
0.005,+8.977023E-03,1.69590056,-0.470891765
0.006,+9.967634E-03,1.69585259,-0.732618366
0.007,+1.049988E-02,1.6553764,-0.994282886
0.008,+1.049987E-02,1.49428651,-1.25599787
0.009,+1.049987E-02,1.29884497,-1.51747685
0.01,+1.049986E-02,1.06200714,-1.77922456
