IL,ITOT,VOUT,VDROP
0.0001,+2.614413E-03,0.897535864,0.413748412
0.0003,+2.800974E-03,0.897380623,0.361415555
0.0005,+2.997058E-03,0.897091501,0.309068571
0.001,+3.496939E-03,0.897236259,0.177370419
0.002,+4.488658E-03,0.897154097,-0.0842446253
0.003,+5.477733E-03,0.897086136,-0.345226314
0.004,+6.469432E-03,0.897224717,-0.606729478
0.005,+7.460915E-03,0.89706863,-0.868414865
0.006,+8.451913E-03,0.89708612,-1.13011932
0.007,+9.442603E-03,0.897179075,-1.39182102
0.008,+1.043291E-02,0.897100795,-1.65353345
0.009,+1.049987E-02,0.894648855,-1.9150235
0.01,+1.049985E-02,0.670852137,-2.17674053
