IL,ITOT,VOUT,VDROP
0.0001,+3.574491E-03,1.3962178,0.662235805
0.0003,+3.755489E-03,1.39628557,0.60990552
0.0005,+3.951609E-03,1.39621394,0.557548022
0.001,+4.445578E-03,1.39636679,0.426683624
0.002,+5.440242E-03,1.39628535,0.164152062
0.003,+6.430629E-03,1.39622955,-0.0974689071
0.004,+7.418484E-03,1.39613795,-0.358472036
0.005,+8.409182E-03,1.39612101,-0.62001474
0.006,+9.399599E-03,1.39614448,-0.881702031
0.007,+1.038997E-02,1.39617729,-1.14335912
0.008,+1.049987E-02,1.37809778,-1.405053
0.009,+1.049986E-02,1.13906264,-1.66675075
0.01,+1.049986E-02,0.916294414,-1.9282705
