IL,ITOT,VOUT,VDROP
0.0001,+2.423675E-03,0.798029937,0.363939124
0.0003,+2.610784E-03,0.797980268,0.311574732
0.0005,+2.807161E-03,0.797926485,0.259246135
0.001,+3.306518E-03,0.797769034,0.127697514
0.002,+4.298860E-03,0.797729862,-0.133901266
0.003,+5.289275E-03,0.797638198,-0.394846749
0.004,+6.280170E-03,0.797627657,-0.656596304
0.005,+7.271494E-03,0.797515417,-0.918227761
0.006,+8.262195E-03,0.797555529,-1.17970943
0.007,+9.253559E-03,0.797518324,-1.44139286
0.008,+1.024358E-02,0.797509738,-1.70312332
0.009,+1.049987E-02,0.795556399,-1.96487372
0.01,+1.049984E-02,0.645927399,-2.22636801
