IL,ITOT,VOUT,VDROP
0.0001,+3.000221E-03,1.09696378,0.512980455
0.0003,+3.183793E-03,1.09687823,0.460870592
0.0005,+3.380047E-03,1.09677884,0.40851599
0.001,+3.875695E-03,1.09679812,0.277626938
0.002,+4.870171E-03,1.09664038,0.0150947731
0.003,+5.860643E-03,1.0967175,-0.246448376
0.004,+6.850437E-03,1.09659961,-0.507517149
0.005,+7.839757E-03,1.0966308,-0.769024573
0.006,+8.830692E-03,1.09672887,-1.03070166
0.007,+9.821669E-03,1.09662236,-1.29244079
0.008,+1.049988E-02,1.09589113,-1.55414783
0.009,+1.049985E-02,1.03712358,-1.8159098
0.01,+1.049986E-02,0.768451083,-2.07735255
