IL,ITOT,VOUT,VDROP
0.0001,+3.766157E-03,1.49636376,0.711844977
0.0003,+3.948633E-03,1.49633608,0.65951167
0.0005,+4.142807E-03,1.49642686,0.60716931
0.001,+4.637111E-03,1.49633021,0.476297869
0.002,+5.630095E-03,1.49636302,0.213857372
0.003,+6.621507E-03,1.49624308,-0.0477794963
0.004,+7.608308E-03,1.49635262,-0.308585205
0.005,+8.599018E-03,1.49626211,-0.570303893
0.006,+9.589382E-03,1.49644279,-0.832048094
0.007,+1.049988E-02,1.49613087,-1.09373063
0.008,+1.049987E-02,1.4095756,-1.35521602
0.009,+1.049986E-02,1.19303501,-1.61690225
0.01,+1.049986E-02,0.965143126,-1.87864289
