VIN,ITOT,VOUT,VDROP
3.3,+3.222626E-03,1.9891596,0.997856477
3.2,+3.210043E-03,1.98908147,0.997864352
3.1,+3.199111E-03,1.98900805,0.997842135
3.0,+3.187531E-03,1.98895201,0.997842511
2.9,+3.168433E-03,1.98896508,0.997844601
2.8,+3.113389E-03,1.98929508,0.997874841
2.7,+2.874434E-03,1.91641464,0.99789554
2.6,+2.582720E-03,1.82049594,0.997878229
2.5,+2.287485E-03,1.72466205,0.997891698
2.4,+1.993095E-03,1.62925773,0.997856238
2.3,+1.699523E-03,1.53434006,0.997865386
2.2,+1.409043E-03,1.44040566,0.997901633
2.1,+1.121856E-03,1.34748949,0.997888037
2.0,+8.396060E-04,1.25637578,0.997891551
