IL,ITOT,VOUT,VDROP
0.0001,+3.833104E-03,1.50197995,-0.0105455267
0.0003,+3.992812E-03,1.50214836,-0.0105510587
0.0005,+4.183596E-03,1.50188402,-0.0105749879
0.001,+4.678368E-03,1.50169455,-0.0105890513
0.002,+5.669720E-03,1.50159868,-0.010657745
0.003,+6.660763E-03,1.50172689,-0.0107172929
0.004,+7.647227E-03,1.50146094,-0.0107761235
0.005,+8.634537E-03,1.50118307,-0.0108415786
0.006,+9.625005E-03,1.50149705,-0.0108995391
0.007,+1.049997E-02,1.50113576,-0.0109663147
0.008,+1.049997E-02,1.42643239,-0.0110422555
0.009,+1.049996E-02,1.21045196,-0.011103652
0.01,+1.049996E-02,0.992359015,-0.0111744194
