IL,ITOT,VOUT,VDROP
0.0001,+2.070904E-03,0.606794716,-0.0106495666
0.0003,+2.247802E-03,0.606441576,-0.0106597159
0.0005,+2.446137E-03,0.606113368,-0.0106798089
0.001,+2.950033E-03,0.605665434,-0.0107122529
0.002,+3.951272E-03,0.60493452,-0.0107653904
0.003,+4.945579E-03,0.604498831,-0.0108318824
0.004,+5.938609E-03,0.603860626,-0.0108884891
0.005,+6.931072E-03,0.603697103,-0.0109519844
0.006,+7.921983E-03,0.603415228,-0.0110155297
0.007,+8.913759E-03,0.603508333,-0.0110785246
0.008,+9.903886E-03,0.603269917,-0.0111310283
0.009,+1.049996E-02,0.601521795,-0.0111973757
0.01,+1.049994E-02,0.598128131,-0.0112414785
