IL,ITOT,VOUT,VDROP
0.0001,+4.217426E-03,1.70082375,-0.0105089491
0.0003,+4.373139E-03,1.70111034,-0.0105136054
0.0005,+4.563558E-03,1.70073668,-0.0105240216
0.001,+5.055941E-03,1.70072276,-0.0105653612
0.002,+6.046062E-03,1.7007251,-0.0106226796
0.003,+7.037975E-03,1.70068947,-0.0106909285
0.004,+8.026957E-03,1.70064523,-0.0107506848
0.005,+9.011226E-03,1.70066505,-0.010809963
0.006,+1.000024E-02,1.70047867,-0.0108729746
0.007,+1.049998E-02,1.66375443,-0.01094983
0.008,+1.049998E-02,1.50631453,-0.0110198914
0.009,+1.049997E-02,1.31865309,-0.0110905448
0.01,+1.049996E-02,1.0902675,-0.0111417669
