IL,ITOT,VOUT,VDROP
0.0001,+2.264584E-03,0.798081218,0.364705623
0.0003,+2.440211E-03,0.798046324,0.312021868
0.0005,+2.634741E-03,0.79796983,0.259454189
0.001,+3.133595E-03,0.797552029,0.127139978
0.002,+4.127996E-03,0.797278218,-0.135851542
0.003,+5.118097E-03,0.79713264,-0.398228583
0.004,+6.111640E-03,0.797073584,-0.661410628
0.005,+7.103570E-03,0.796963479,-0.924456032
0.006,+8.094517E-03,0.796838837,-1.18737946
0.007,+9.087182E-03,0.796765343,-1.45048741
0.008,+1.007857E-02,0.796746714,-1.71365903
0.009,+1.049986E-02,0.795515795,-1.97679085
0.01,+1.049982E-02,0.723380282,-2.23970994
