IL,ITOT,VOUT,VDROP
0.0001,+3.798113E-03,1.59640592,0.764387851
0.0003,+3.964542E-03,1.59638336,0.711778815
0.0005,+4.157415E-03,1.59658251,0.659128521
0.001,+4.650718E-03,1.59655976,0.527518967
0.002,+5.640886E-03,1.59650315,0.264623806
0.003,+6.635682E-03,1.59650473,0.000614843176
0.004,+7.626754E-03,1.59652363,-0.262345478
0.005,+8.615899E-03,1.59647838,-0.524802672
0.006,+9.605777E-03,1.59643229,-0.787700233
0.007,+1.049986E-02,1.59625708,-1.05085059
0.008,+1.049985E-02,1.47556714,-1.31396456
0.009,+1.049985E-02,1.26716257,-1.57710906
0.01,+1.049984E-02,1.03368529,-1.84026171
