IL,ITOT,VOUT,VDROP
0.0001,+3.032573E-03,1.19678902,0.564639655
0.0003,+3.203213E-03,1.19686524,0.512058576
0.0005,+3.396687E-03,1.19678778,0.459386077
0.001,+3.891233E-03,1.19655636,0.327807607
0.002,+4.886054E-03,1.19644003,0.063899652
0.003,+5.877365E-03,1.19636766,-0.199085189
0.004,+6.866663E-03,1.19635153,-0.46139865
0.005,+7.858717E-03,1.19622862,-0.724535269
0.006,+8.850385E-03,1.19632778,-0.987645281
0.007,+9.842565E-03,1.19611535,-1.25077388
0.008,+1.049985E-02,1.19560164,-1.51368673
0.009,+1.049984E-02,1.10006725,-1.77686817
0.01,+1.049984E-02,0.835250413,-2.03997367
