IL,ITOT,VOUT,VDROP
0.0001,+2.070021E-03,0.698258111,0.314808169
0.0003,+2.246749E-03,0.698258319,0.262160674
0.0005,+2.444832E-03,0.698122256,0.20873048
0.001,+2.942228E-03,0.69784232,0.0771873019
0.002,+3.935400E-03,0.697456845,-0.185791672
0.003,+4.927214E-03,0.697276603,-0.448108956
0.004,+5.921337E-03,0.696995337,-0.711259639
0.005,+6.912942E-03,0.696894221,-0.974311464
0.006,+7.904759E-03,0.696852906,-1.23746057
0.007,+8.897164E-03,0.696755256,-1.50038933
0.008,+9.889632E-03,0.696742173,-1.76353509
0.009,+1.049985E-02,0.695716156,-2.02669584
0.01,+1.049983E-02,0.693750081,-2.28977948
