IL,ITOT,VOUT,VDROP
0.0001,+3.987031E-03,1.69580825,0.814514784
0.0003,+4.152407E-03,1.69587924,0.761878373
0.0005,+4.343592E-03,1.69589493,0.709235487
0.001,+4.837092E-03,1.69589071,0.577637226
0.002,+5.827751E-03,1.69580901,0.314474471
0.003,+6.822532E-03,1.69574933,0.0505553093
0.004,+7.813919E-03,1.69574874,-0.212423246
0.005,+8.801751E-03,1.69572455,-0.474698359
0.006,+9.793260E-03,1.69562701,-0.737827077
0.007,+1.049986E-02,1.68190145,-1.0009316
0.008,+1.049986E-02,1.51964047,-1.26409046
0.009,+1.049984E-02,1.320369,-1.52700354
0.01,+1.049984E-02,1.08290451,-1.79013981
