IL,ITOT,VOUT,VDROP
0.0001,+3.225360E-03,1.29655875,0.614571672
0.0003,+3.394792E-03,1.29686438,0.561940961
0.0005,+3.588337E-03,1.29693361,0.509265998
0.001,+4.081286E-03,1.29648342,0.377685274
0.002,+5.075619E-03,1.2964574,0.113848275
0.003,+6.066905E-03,1.29636603,-0.149164627
0.004,+7.056712E-03,1.29629978,-0.411546224
0.005,+8.047106E-03,1.29604397,-0.674724828
0.006,+9.038464E-03,1.29603756,-0.937577599
0.007,+1.003125E-02,1.29606133,-1.20068484
0.008,+1.049985E-02,1.29549412,-1.46383342
0.009,+1.049984E-02,1.1063277,-1.72697892
0.01,+1.049984E-02,0.884717002,-1.9901269
