VIN,ITOT,VOUT,VDROP
3.3,+3.238167E-03,1.99047925,0.502848768
3.2,+3.197495E-03,1.9904002,0.502816451
3.1,+3.181376E-03,1.99033578,0.502821211
3.0,+3.168101E-03,1.99030843,0.502834629
2.9,+3.150458E-03,1.99027124,0.502829956
2.8,+3.106669E-03,1.99043498,0.502837342
2.7,+2.972180E-03,1.94240418,0.502814378
2.6,+2.779158E-03,1.84568811,0.502773071
2.5,+2.580670E-03,1.74857657,0.502755194
2.4,+2.381706E-03,1.65150107,0.502757326
2.3,+2.182279E-03,1.55457086,0.502745373
2.2,+1.984001E-03,1.45802811,0.50271043
2.1,+1.785818E-03,1.36167684,0.502719839
2.0,+1.588518E-03,1.26567264,0.50268362
