IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.514378E-04,1.59755321,1.56334636,1.5797888235294117
0.0003,+4.341867E-04,1.59722197,1.51077682,1.5269288235294118
0.0005,+6.286287E-04,1.59705853,1.45813668,1.474068823529412
0.001,+1.122853E-03,1.59679704,1.32659023,1.341918823529412
0.002,+2.114604E-03,1.59649599,1.063534,1.077618823529412
0.003,+3.106455E-03,1.59638066,0.800670253,0.8133188235294119
0.004,+4.099426E-03,1.59628784,0.537645775,0.5490188235294118
0.005,+5.092475E-03,1.59619968,0.274591122,0.2847188235294118
0.006,+6.087763E-03,1.59608506,0.0108725135,0.020418823529411823
0.007,+7.080197E-03,1.59604709,-0.25196896,-0.24388117647058816
0.008,+8.069831E-03,1.59601501,-0.514187034,-0.5081811764705884
0.009,+9.062337E-03,1.5959257,-0.777173213,-0.7724811764705883
0.01,+1.005523E-02,1.59585759,-1.04019571,-1.0367811764705883
