IL,ITOT,VOUT,VDROP,VISET
0.0001,+3.080581E-04,1.49744382,1.46337809,1.4794001470588236
0.0003,+4.917823E-04,1.49713317,1.4107764,1.4265401470588235
0.0005,+6.867838E-04,1.49698499,1.35818098,1.3736801470588236
0.001,+1.180668E-03,1.4967204,1.2268612,1.2415301470588234
0.002,+2.172569E-03,1.49657659,0.963759711,0.9772301470588235
0.003,+3.165084E-03,1.4963647,0.700719532,0.7129301470588235
0.004,+4.158048E-03,1.49630646,0.437693212,0.4486301470588234
0.005,+5.153331E-03,1.49624942,0.173960945,0.18433014705882345
0.006,+6.145588E-03,1.49612403,-0.0889461769,-0.07996985294117676
0.007,+7.135165E-03,1.49606595,-0.351159569,-0.34426985294117673
0.008,+8.128027E-03,1.49609252,-0.614157175,-0.6085698529411765
0.009,+9.120653E-03,1.49605812,-0.87712807,-0.8728698529411765
0.01,+1.011263E-02,1.49599408,-1.14015426,-1.137169852941177
