IL,ITOT,VOUT,VDROP
0.0001,+1.823228E-03,0.715244772,0.315629971
0.0003,+2.012767E-03,0.715150332,0.263209638
0.0005,+2.213303E-03,0.715158362,0.209936337
0.001,+2.710001E-03,0.715150866,0.078840128
0.002,+3.703491E-03,0.714990785,-0.183283107
0.003,+4.694426E-03,0.714929887,-0.444666081
0.004,+5.689033E-03,0.714848396,-0.706944351
0.005,+6.682249E-03,0.714850188,-0.969055634
0.006,+7.678835E-03,0.714858207,-1.23122115
0.007,+8.672021E-03,0.71507792,-1.4931964
0.008,+9.665933E-03,0.715061655,-1.75538257
0.009,+1.049985E-02,0.71451281,-2.01752383
0.01,+1.049982E-02,0.711306906,-2.27965857
