IL,ITOT,VOUT,VDROP
0.0001,+2.777389E-03,1.21385051,0.564648934
0.0003,+2.965732E-03,1.21379318,0.512162124
0.0005,+3.163332E-03,1.21378742,0.459740531
0.001,+3.661263E-03,1.21381938,0.328596204
0.002,+4.658330E-03,1.21425793,0.0655539737
0.003,+5.652246E-03,1.21425304,-0.196537191
0.004,+6.643752E-03,1.21419625,-0.457900541
0.005,+7.635528E-03,1.21417131,-0.720148657
0.006,+8.631226E-03,1.21376062,-0.982308356
0.007,+9.625857E-03,1.21430287,-1.24448444
0.008,+1.049986E-02,1.21401891,-1.50644224
0.009,+1.049984E-02,1.1421632,-1.76860115
0.01,+1.049983E-02,0.814776672,-2.03079461
