VIN,ITOT,VOUT,VDROP
3.3,+3.222346E-03,1.19231525,-1.78615199
3.2,+3.201997E-03,1.19222295,-1.78614898
3.1,+3.190467E-03,1.19214968,-1.78614422
3.0,+3.179810E-03,1.19202865,-1.78612982
2.9,+3.169659E-03,1.19198533,-1.78613795
2.8,+3.160240E-03,1.1919111,-1.78613716
2.7,+3.150457E-03,1.1918036,-1.78612653
2.6,+3.141210E-03,1.19178704,-1.78613691
2.5,+3.131943E-03,1.19170951,-1.78614377
2.4,+3.122938E-03,1.19164815,-1.78613462
2.3,+3.113556E-03,1.19166085,-1.78613685
2.2,+3.104026E-03,1.19165274,-1.7861565
2.1,+3.088913E-03,1.19160827,-1.78612552
2.0,+3.038070E-03,1.18786817,-1.78612934
1.9,+2.942963E-03,1.09020162,-1.78619083
1.8,+2.840448E-03,0.991408883,-1.78620576
1.7,+2.735463E-03,0.892378779,-1.78626188
1.6,+2.630729E-03,0.793350884,-1.78626991
1.5,+2.525993E-03,0.694312063,-1.78629012
1.4,+2.421033E-03,0.595325469,-1.78634522
1.3,+2.316021E-03,0.496232336,-1.78631846
1.2,+2.211169E-03,0.397271544,-1.7863677
