VIN,ITOT,VOUT,VDROP
3.3,-9.924833E-09,-7.35545732e-07,9.2942574e-05
3.2,-1.063046E-08,-2.15686342e-06,8.98152068e-05
3.1,-1.058003E-08,-6.38210357e-06,9.56168204e-05
3.0,-1.017687E-08,-3.96807566e-06,9.70206608e-05
2.9,-1.118487E-08,-3.18275616e-06,9.70345603e-05
2.8,-1.073122E-08,1.62317799e-06,9.97532848e-05
2.7,-1.138642E-08,4.37179625e-06,0.000102027228
2.6,-1.405760E-08,1.14479674e-05,0.000104954444
2.5,-1.148721E-08,1.40721512e-05,0.000107364602
2.4,-1.289842E-08,1.43846199e-05,0.000107295105
2.3,-1.173920E-08,1.48408795e-05,0.000103114162
2.2,-1.178961E-08,1.33863793e-05,9.58086323e-05
2.1,-1.178961E-08,2.31558645e-05,7.12706141e-05
2.0,-1.189041E-08,2.30231344e-05,6.97277796e-05
1.9,-1.304961E-08,1.47440972e-05,8.92731298e-05
1.8,-1.355360E-08,6.35998189e-07,9.05657749e-05
1.7,-1.385600E-08,-5.33961958e-06,9.68121697e-05
1.6,-1.335199E-08,5.12946366e-06,0.000107133871
1.5,-1.173922E-08,1.50012616e-05,0.000106305467
1.4,-1.214242E-08,1.3950482e-05,9.04406802e-05
1.3,-1.239441E-08,1.87342945e-05,7.53903992e-05
1.2,-1.178961E-08,2.5959787e-05,7.18543893e-05
