IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.537352E-04,1.5496432,1.50795004,1.5295944852941177
0.0003,+4.501918E-04,1.54954319,1.45556532,1.4767344852941178
0.0005,+6.478030E-04,1.54943064,1.40321248,1.4238744852941176
0.001,+1.143506E-03,1.54930039,1.27227529,1.2917244852941177
0.002,+2.135366E-03,1.54912467,1.0104222,1.0274244852941177
0.003,+3.127278E-03,1.54902491,0.748604307,0.7631244852941176
0.004,+4.118441E-03,1.54894568,0.487023532,0.4988244852941177
0.005,+5.113128E-03,1.54885553,0.224304773,0.23452448529411773
0.006,+6.105239E-03,1.54888495,-0.0373749976,-0.029775514705882244
0.007,+7.094199E-03,1.54879894,-0.298347655,-0.2940755147058822
0.008,+8.086171E-03,1.54882789,-0.560141797,-0.5583755147058824
0.009,+9.076126E-03,1.54873302,-0.821678515,-0.8226755147058824
0.01,+1.006851E-02,1.54852433,-1.08344966,-1.0869755147058824
