IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.530996E-04,1.69983676,1.65704842,1.6801774999999999
0.0003,+4.495605E-04,1.69957439,1.60466255,1.6273175
0.0005,+6.466709E-04,1.69942595,1.55229015,1.5744574999999998
0.001,+1.141808E-03,1.69919092,1.42137451,1.4423074999999999
0.002,+2.133362E-03,1.69899414,1.15951917,1.1780074999999999
0.003,+3.124551E-03,1.69886249,0.89770251,0.9137074999999999
0.004,+4.115374E-03,1.69870383,0.636084165,0.6494074999999999
0.005,+5.107469E-03,1.69858889,0.374317298,0.38510749999999994
0.006,+6.102497E-03,1.69858026,0.111675174,0.12080749999999973
0.007,+7.093849E-03,1.69847642,-0.149984214,-0.14349250000000024
0.008,+8.082652E-03,1.69837779,-0.411079865,-0.4077925
0.009,+9.073935E-03,1.6983082,-0.67268603,-0.6720925
0.01,+1.006511E-02,1.69825781,-0.934411063,-0.9363925
