IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.504247E-04,1.59982145,1.55755511,1.5797888235294117
0.0003,+4.466665E-04,1.5997153,1.50516245,1.5269288235294118
0.0005,+6.451340E-04,1.59957471,1.45281158,1.474068823529412
0.001,+1.140046E-03,1.59940816,1.32187973,1.341918823529412
0.002,+2.131863E-03,1.59929926,1.06006,1.077618823529412
0.003,+3.123005E-03,1.59924348,0.798430456,0.8133188235294119
0.004,+4.116070E-03,1.59921717,0.536644031,0.5490188235294118
0.005,+5.107024E-03,1.59910912,0.274817684,0.2847188235294118
0.006,+6.101696E-03,1.59895186,0.0122675147,0.020418823529411823
0.007,+7.093336E-03,1.59893293,-0.249348166,-0.24388117647058816
0.008,+8.082667E-03,1.59886123,-0.510321493,-0.5081811764705884
0.009,+9.073762E-03,1.59892779,-0.772071548,-0.7724811764705883
0.01,+1.006520E-02,1.59882905,-1.03385019,-1.0367811764705883
