time,IL
0,0.0001
9.999999999999999e-12,0.0001
1.185227003566126e-11,0.0001036860173709659
1.555681010698377e-11,0.0001110580521128977
1.845270633781913e-11,0.0001168208856122601
2.223439387830015e-11,0.0001243464438178173
2.885835495499147e-11,0.000137528126360433
3.878242598169251e-11,0.0001572770277035681
4.816515816167735e-11,0.0001759486647417379
5.775022146467999e-11,0.0001950229407147132
6.78030747876959e-11,0.0002150281188275149
7.852056898621017e-11,0.0002363559322825582
9.058818784804446e-11,0.0002603704938176085
1.050159750686949e-10,0.0002890817903867028
1.237103648964677e-10,0.0003262836261439708
1.448084273860796e-10,0.0003682687704982983
1.622951084709548e-10,0.0004030672658572001
1.796129297418572e-10,0.0004375297301862959
1.982723994916285e-10,0.0004746620749883408
2.185989283524506e-10,0.0005151118674213768
2.43423335345216e-10,0.0005645124373369798
2.683177214466803e-10,0.0006140522656788938
2.914412519702618e-10,0.000660068091420821
3.159409814800232e-10,0.0007088225531452462
3.451443931115122e-10,0.0007669373422919093
3.938481126827563e-10,0.000863857744238685
4.420486266126684e-10,0.0009597767669592103
4.930083854609416e-10,0.001061186687067274
5.541633053695359e-10,0.001182884977685377
6.204539977890128e-10,0.001314803455600136
6.919168188823188e-10,0.001457014469575814
7.993705561566706e-10,0.001670847406751775
9.419076102663329e-10,0.001954496144430003
1.054654982299034e-09,0.002178863414775077
1.16039000345165e-09,0.002389276106868783
1.271955836284291e-09,0.00261129211420574
1.40308845451543e-09,0.002872246024485705
1.619205739042984e-09,0.003302319420695538
1.838954015347657e-09,0.003739618490541837
2.0611720552332e-09,0.004181832389914069
2.278967356034976e-09,0.004615245038509603
2.479013884474859e-09,0.00501333763010497
2.665455534148105e-09,0.005384356512954729
2.843794328786037e-09,0.005739250714284215
3.019035755548109e-09,0.006087981153540737
3.1967634593817e-09,0.006441659284169583
3.384486566993814e-09,0.006815228268317691
3.559322467474825e-09,0.007163151710274903
3.720890102650527e-09,0.007484671304274549
3.872534994785957e-09,0.007786444639624056
4.022237390542134e-09,0.008084352407178847
4.179031520756929e-09,0.008396372726306289
4.349715091016839e-09,0.008736033031123511
4.510432008623132e-09,0.009055859697160034
4.663347784911012e-09,0.009360162091972915
4.812044968484457e-09,0.00965606948728407
4.958296563342874e-09,0.009947110161052319
5.104525048807143e-09,0.01023810484712621
5.252904893377744e-09,0.01053338073782171
5.405933670275504e-09,0.01083790800384825
5.567232281090139e-09,0.01115889223936938
5.725030693994022e-09,0.0114729110810481
5.871070582243895e-09,0.01176353045866535
6.012764717323772e-09,0.01204550178747431
6.155775902123703e-09,0.01233009404522617
6.305275666462145e-09,0.01262759857625967
6.468174149310494e-09,0.01295176655712788
6.653868813565382e-09,0.01332129893899511
6.885086721687686e-09,0.01378142257615849
7.115589560755192e-09,0.01424012322590283
7.331583885917561e-09,0.01466995193297595
7.534891486629144e-09,0.015074534058392
7.724401021049441e-09,0.01545165803188839
7.902394207202738e-09,0.01580586447233345
8.072353325809026e-09,0.01614408311835996
8.237629128549863e-09,0.01647298196581422
8.401892607112228e-09,0.01679986628815333
8.569445200519261e-09,0.01713329594903333
8.746211240069141e-09,0.01748506036773759
8.927027856303005e-09,0.01784488543404298
9.097588855404204e-09,0.01818430182225437
9.267429552478375e-09,0.01852228480943197
9.444047351010032e-09,0.01887375422850996
9.628412772847559e-09,0.01924064141796664
9.827058326393414e-09,0.0196359460695229
1.001e-08,0.02
1.002114996763423e-08,0.02
1.003301196550484e-08,0.02
1.004724692160723e-08,0.02
1.006451615554575e-08,0.02
1.007961545456726e-08,0.02
1.009420216433303e-08,0.02
1.011002720417732e-08,0.02
1.0128075590731e-08,0.02
1.015015517674193e-08,0.02
1.017941515180162e-08,0.02
1.022591872201654e-08,0.02
1.029586504360483e-08,0.02
1.03547305708503e-08,0.02
1.041755711568408e-08,0.02
1.048994371009597e-08,0.02
1.057608456731354e-08,0.02
1.068564784898477e-08,0.02
1.080720019264752e-08,0.02
1.093454129152591e-08,0.02
1.105092617308285e-08,0.02
1.116262922456547e-08,0.02
1.127850160629261e-08,0.02
1.140678522162942e-08,0.02
1.156025366275947e-08,0.02
1.173857084608629e-08,0.02
1.193364097438757e-08,0.02
1.214832237753125e-08,0.02
1.238116657384793e-08,0.02
1.260702496639844e-08,0.02
1.282140428573488e-08,0.02
1.30280462001444e-08,0.02
1.323031196699814e-08,0.02
1.343294141196881e-08,0.02
1.364146306471608e-08,0.02
1.386296964548062e-08,0.02
1.410659501708088e-08,0.02
1.434474877875916e-08,0.02
1.458725566474142e-08,0.02
1.484586326340258e-08,0.02
1.511498176358257e-08,0.02
1.540369421670169e-08,0.02
1.568120882978687e-08,0.02
1.595657434443948e-08,0.02
1.623830783698548e-08,0.02
1.653421848002876e-08,0.02
1.685793400609972e-08,0.02
1.722016553223063e-08,0.02
1.758876936771663e-08,0.02
1.79757454082334e-08,0.02
1.838449276080703e-08,0.02
1.878336107861472e-08,0.02
1.91698163857569e-08,0.02
1.956887576381664e-08,0.02
2.000694661712416e-08,0.02
2.049717625237665e-08,0.02
2.101187836594435e-08,0.02
2.156813244733351e-08,0.02
2.212223112777327e-08,0.02
2.267393096828856e-08,0.02
2.328217598385032e-08,0.02
2.399230945882377e-08,0.02
2.476300631126736e-08,0.02
2.558405321625785e-08,0.02
2.639076497156109e-08,0.02
2.733249662883178e-08,0.02
2.842380125472847e-08,0.02
2.968039705228481e-08,0.02
3.093518990059174e-08,0.02
3.256674274545134e-08,0.02
3.453425213138518e-08,0.02
3.662853737868897e-08,0.02
3.952357288145852e-08,0.02
