VIN,ITOT,VOUT,VDROP
3.3,-7.657050E-09,1.3897943e-05,8.49698725e-05
3.2,-7.606680E-09,2.3888645e-05,7.18710686e-05
3.1,-8.816272E-09,2.35098113e-05,7.22908308e-05
3.0,-8.564278E-09,4.88889043e-06,9.34818711e-05
2.9,-8.614670E-09,-3.62242447e-06,9.66314774e-05
2.8,-9.521848E-09,1.9467075e-06,9.98255618e-05
2.7,-7.606680E-09,1.08728038e-05,0.00010623597
2.6,-7.556274E-09,1.32011102e-05,0.000106622373
2.5,-8.060276E-09,1.45615933e-05,8.57732584e-05
2.4,-6.800263E-09,2.55864837e-05,6.98890128e-05
2.3,-8.614677E-09,1.5349678e-05,8.06860744e-05
2.2,-1.047945E-08,-5.01885528e-06,9.55278642e-05
2.1,-8.866678E-09,5.07139426e-06,0.000107473017
2.0,-1.093305E-08,1.25817033e-05,0.000109021411
