IL,ITOT,VOUT,VDROP
0.0001,+1.333652E-05,0.624477999,0.660173254
0.0003,+5.180967E-06,0.608011496,0.608032447
0.0005,+3.284766E-06,0.556572048,0.555926894
0.001,+2.410756E-06,0.430572416,0.425615975
0.002,+1.909413E-06,0.176408097,0.164171396
0.003,+1.545767E-06,-0.0820118417,-0.09629471
0.004,+1.274759E-06,-0.339463305,-0.355996596
0.005,+1.100270E-06,-0.597625293,-0.616353425
0.006,+9.736616E-07,-0.854817084,-0.876835885
0.007,+8.856100E-07,-1.10162371,-1.1373421
0.008,+8.139395E-07,-1.28542282,-1.39789265
0.009,+7.466032E-07,-1.40436316,-1.658417
0.01,+6.946897E-07,-1.49254119,-1.91869257
