IL,ITOT,VOUT,VDROP
0.0001,+1.477613E-05,0.770133868,0.808624001
0.0003,+6.205476E-06,0.755996465,0.756481206
0.0005,+4.040738E-06,0.704496991,0.7043545
0.001,+3.092839E-06,0.578566523,0.57405401
0.002,+2.566395E-06,0.32545765,0.31345331
0.003,+2.189948E-06,0.0657932801,0.0519977595
0.004,+1.893689E-06,-0.192636967,-0.208447389
0.005,+1.655441E-06,-0.449309214,-0.46810783
0.006,+1.504237E-06,-0.706986007,-0.728653374
0.007,+1.401368E-06,-0.962248516,-0.98921322
0.008,+1.304244E-06,-1.18306857,-1.2497674
0.009,+1.224661E-06,-1.32788493,-1.51013411
0.01,+1.155964E-06,-1.42781081,-1.77069484
