VIN,ITOT,VOUT,VDROP
3.3,-7.808183E-09,1.14369066e-05,8.54813708e-05
3.2,-7.959393E-09,3.59477237e-08,9.25950887e-05
3.1,-8.009799E-09,-1.23881386e-06,9.80797959e-05
3.0,-6.548198E-09,1.27144334e-05,0.000108529372
2.9,-8.715418E-09,1.41108642e-05,0.000106917041
2.8,-9.924968E-09,1.52501305e-05,9.11495501e-05
2.7,-9.471364E-09,2.2027659e-05,7.50067755e-05
2.6,-9.521784E-09,2.50085549e-05,7.01336424e-05
2.5,-6.699395E-09,1.79683314e-05,8.60568063e-05
2.4,-1.017696E-08,-5.19582868e-06,9.68093898e-05
2.3,-9.773771E-09,6.50377279e-06,0.000102708299
2.2,-8.665005E-09,1.49708443e-05,0.000109833137
2.1,-8.261779E-09,1.33089534e-05,9.94335984e-05
2.0,-7.102592E-09,1.86734599e-05,7.65940881e-05
