VREF,IREF,VDD,IDD
+1.727000E+00,-5.569264E-06,+1.800000E+00,+4.151585E-05
+1.726000E+00,-5.634527E-06,+1.800000E+00,+4.157509E-05
+1.725000E+00,-5.698836E-06,+1.800000E+00,+4.162452E-05
+1.724000E+00,-5.765083E-06,+1.800000E+00,+4.169382E-05
+1.723000E+00,-5.833544E-06,+1.800000E+00,+4.178272E-05
+1.722000E+00,-5.891864E-06,+1.800000E+00,+4.180666E-05
+1.721000E+00,-5.960345E-06,+1.800000E+00,+4.190958E-05
+1.720000E+00,-6.024437E-06,+1.800000E+00,+4.195600E-05
+1.719000E+00,-6.087020E-06,+1.800000E+00,+4.203628E-05
+1.718000E+00,-6.148751E-06,+1.800000E+00,+4.208547E-05
+1.717000E+00,-6.211495E-06,+1.800000E+00,+4.215225E-05
+1.716000E+00,-6.274634E-06,+1.800000E+00,+4.222319E-05
+1.715000E+00,-6.338101E-06,+1.800000E+00,+4.227467E-05
+1.714000E+00,-6.397391E-06,+1.800000E+00,+4.234172E-05
+1.713000E+00,-6.460781E-06,+1.800000E+00,+4.240447E-05
+1.712000E+00,-6.520239E-06,+1.800000E+00,+4.243960E-05
+1.711000E+00,-6.582458E-06,+1.800000E+00,+4.251921E-05
+1.710000E+00,-6.643847E-06,+1.800000E+00,+4.257689E-05
+1.709000E+00,-6.705333E-06,+1.800000E+00,+4.264552E-05
+1.708000E+00,-6.764951E-06,+1.800000E+00,+4.269585E-05
+1.707000E+00,-6.827997E-06,+1.800000E+00,+4.278709E-05
+1.706000E+00,-6.885280E-06,+1.800000E+00,+4.282126E-05
+1.705000E+00,-6.946473E-06,+1.800000E+00,+4.290042E-05
+1.704000E+00,-6.999879E-06,+1.800000E+00,+4.293878E-05
+1.703000E+00,-7.058998E-06,+1.800000E+00,+4.300365E-05
+1.702000E+00,-7.123127E-06,+1.800000E+00,+4.309106E-05
+1.701000E+00,-7.176470E-06,+1.800000E+00,+4.312574E-05
+1.700000E+00,-7.235335E-06,+1.800000E+00,+4.317556E-05
+1.699000E+00,-7.293986E-06,+1.800000E+00,+4.324676E-05
+1.698000E+00,-7.349164E-06,+1.800000E+00,+4.329137E-05
