IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.053145E-04,1.49462492,1.45492404,1.4794001470588236
0.0003,+1.102972E-03,1.49466647,1.4029464,1.4265401470588235
0.0005,+1.300522E-03,1.49464273,1.35105727,1.3736801470588236
0.001,+1.790931E-03,1.49462213,1.22152346,1.2415301470588234
0.002,+2.771481E-03,1.4945692,0.962100101,0.9772301470588235
0.003,+3.751317E-03,1.49466766,0.702731746,0.7129301470588235
0.004,+4.730060E-03,1.49463667,0.443399402,0.4486301470588234
0.005,+5.712663E-03,1.49440722,0.183427604,0.18433014705882345
0.006,+6.691176E-03,1.49486989,-0.0758081924,-0.07996985294117676
0.007,+7.669331E-03,1.4948799,-0.334302947,-0.34426985294117673
0.008,+8.648248E-03,1.49485927,-0.593643061,-0.6085698529411765
0.009,+9.628434E-03,1.49490427,-0.852889476,-0.8728698529411765
0.01,+1.049992E-02,1.4943851,-1.11217619,-1.137169852941177
