IL,ITOT,VOUT,VDROP,VISET
0.0001,+8.884671E-04,0.798373028,0.765460308,0.7766794117647059
0.0003,+1.086263E-03,0.79812245,0.713551836,0.7238194117647059
0.0005,+1.283859E-03,0.798107236,0.661706329,0.670959411764706
0.001,+1.774967E-03,0.798013692,0.531988345,0.538809411764706
0.002,+2.757185E-03,0.798490123,0.27286212,0.2745094117647059
0.003,+3.740425E-03,0.798588949,0.0127212876,0.010209411764705911
0.004,+4.719152E-03,0.798517054,-0.246476839,-0.2540905882352942
0.005,+5.694429E-03,0.798630765,-0.505133173,-0.5183905882352942
0.006,+6.674662E-03,0.798685726,-0.764227185,-0.7826905882352944
0.007,+7.653345E-03,0.7985844,-1.02350416,-1.0469905882352943
0.008,+8.632236E-03,0.798209679,-1.28282279,-1.311290588235294
0.009,+9.613574E-03,0.798374833,-1.54208133,-1.5755905882352936
0.01,+1.049993E-02,0.798222324,-1.80129577,-1.839890588235294
