IL,ITOT,VOUT,VDROP,VISET
0.0001,+8.947070E-04,0.60310686,0.568634821,0.5759020588235294
0.0003,+1.093116E-03,0.602872105,0.516745989,0.5230420588235294
0.0005,+1.290127E-03,0.602564415,0.464838141,0.47018205882352937
0.001,+1.780958E-03,0.602795849,0.335169663,0.3380320588235294
0.002,+2.764879E-03,0.602653701,0.0750856832,0.0737320588235294
0.003,+3.744405E-03,0.602673795,-0.18411023,-0.1905679411764707
0.004,+4.720577E-03,0.602316403,-0.442671744,-0.45486794117647056
0.005,+5.700227E-03,0.60273971,-0.701967975,-0.7191679411764705
0.006,+6.678700E-03,0.602446647,-0.961232895,-0.9834679411764705
0.007,+7.658965E-03,0.602805491,-1.22052958,-1.2477679411764706
0.008,+8.637085E-03,0.602822287,-1.47955973,-1.5120679411764706
0.009,+9.616708E-03,0.602718069,-1.73880184,-1.7763679411764706
0.01,+1.049992E-02,0.60207236,-1.9980346,-2.040667941176471
