VIN,VOUT
0.0,-2.036681651591215
0.001,-2.035682114105706
0.002,-2.034683466722242
0.003,-2.033684820890468
0.004,-2.032686182612829
0.005,-2.03168754602338
0.006,-2.030688909798708
0.007,-2.02969026786992
0.008,-2.028691646743729
0.009,-2.027693024019459
0.01,-2.026694396313135
0.011,-2.025695774301584
0.012,-2.02469715408055
0.013,-2.023698539711633
0.014,-2.022699936175856
0.015,-2.021701316483865
0.016,-2.020702709489121
0.017,-2.019704103437999
0.018,-2.018705503122391
0.019,-2.017706895782369
0.02,-2.016708302317157
0.021,-2.015709703604329
0.022,-2.014711110713944
0.023,-2.013712515436579
0.024,-2.012713927542173
0.025,-2.011715348960591
0.026,-2.010716759226265
0.027,-2.009718176404817
0.028,-2.008719594813292
0.029,-2.007721012940037
0.03,-2.006722442125023
0.031,-2.005723874447868
0.032,-2.004725299745766
0.033,-2.003726723559307
0.034,-2.002728163517685
0.035,-2.001729595219617
0.036,-2.000731030721695
0.037,-1.999732472522532
0.038,-1.998733912542146
0.039,-1.997735360887298
0.04,-1.996736807575504
0.041,-1.995738255706556
0.042,-1.994739699359581
0.043,-1.993741163312896
0.044,-1.9927426130911
0.045,-1.991744068543799
0.046,-1.990745523503137
0.047,-1.989746985464692
0.048,-1.988748447977771
0.049,-1.98774991223513
0.05,-1.986751377942289
0.051,-1.985752849000176
0.052,-1.984754321398964
0.053,-1.983755799353191
0.054,-1.982757270028076
0.055,-1.981758748757966
0.056,-1.980760223349586
0.057,-1.979761703435487
0.058,-1.978763186752894
0.059,-1.977764672833787
0.06,-1.976766157367685
0.061,-1.975767644461297
0.062,-1.974769136361962
0.063,-1.973770625972916
0.064,-1.972772122936089
0.065,-1.971773615987332
0.066,-1.970775117284024
0.067,-1.969776618984357
0.068,-1.968778122502617
0.069,-1.967779625047438
0.07,-1.966781126942591
0.071,-1.965782643759315
0.072,-1.964784150811355
0.073,-1.963785661091298
0.074,-1.96278717672854
0.075,-1.961788701098247
0.076,-1.96079021771599
0.077,-1.959791734372288
0.078,-1.958793261206704
0.079,-1.957794780705668
0.08,-1.956796310554133
0.081,-1.955797840083844
0.082,-1.954799363148961
0.083,-1.95380089967832
0.084,-1.952802436756202
0.085,-1.951803973458464
0.086,-1.950805506055439
0.087,-1.949807045538211
0.088,-1.948808590348527
0.089,-1.947810131731627
0.09,-1.946811677647786
0.091,-1.945813226476521
0.092,-1.94481477071718
0.093,-1.943816322147761
0.094,-1.942817874617014
0.095,-1.941819432017609
0.096,-1.940820989358443
0.097,-1.939822550609216
0.098,-1.938824108873084
0.099,-1.937825664598682
0.1000000000000001,-1.936827233877574
0.1010000000000001,-1.935828800109943
0.1020000000000001,-1.934830370449528
0.1030000000000001,-1.933831941861213
0.1040000000000001,-1.932833515518591
0.1050000000000001,-1.931835089444138
0.1060000000000001,-1.930836663883054
0.1070000000000001,-1.929838239627891
0.1080000000000001,-1.928839816170858
0.1090000000000001,-1.927841405458442
0.1100000000000001,-1.926842986256302
0.1110000000000001,-1.925844565300212
0.1120000000000001,-1.924846152465437
0.1130000000000001,-1.92384774503391
0.1140000000000001,-1.922849332625871
0.1150000000000001,-1.921850928224498
0.1160000000000001,-1.920852520706166
0.1170000000000001,-1.919854112384445
0.1180000000000001,-1.918855714683093
0.1190000000000001,-1.917857320449206
0.1200000000000001,-1.916858912577732
0.1210000000000001,-1.915860516752206
0.1220000000000001,-1.91486212077622
0.1230000000000001,-1.913863729661116
0.1240000000000001,-1.912865342944349
0.1250000000000001,-1.911866953452873
0.1260000000000001,-1.910868562502647
0.1270000000000001,-1.909870173189172
0.1280000000000001,-1.908871798450965
0.1290000000000001,-1.907873409587003
0.1300000000000001,-1.906875034183007
0.1310000000000001,-1.905876654879583
0.1320000000000001,-1.904878279960651
0.1330000000000001,-1.903879910086589
0.1340000000000001,-1.902881530665664
0.1350000000000001,-1.901883159920868
0.1360000000000001,-1.900884784203682
0.1370000000000001,-1.899886420123729
0.1380000000000001,-1.898888052824361
0.1390000000000001,-1.897889699066212
0.1400000000000001,-1.896891328617218
0.1410000000000001,-1.895892970259873
0.1420000000000001,-1.89489461406467
0.1430000000000001,-1.893896256306757
0.1440000000000001,-1.892897901387443
0.1450000000000001,-1.891899546131425
0.1460000000000001,-1.890901196046325
0.1470000000000001,-1.889902840788788
0.1480000000000001,-1.888904500274043
0.1490000000000001,-1.887906149602726
0.1500000000000001,-1.886907805293601
0.1510000000000001,-1.885909457691806
0.1520000000000001,-1.884911129140862
0.1530000000000001,-1.883912788946006
0.1540000000000001,-1.882914451550118
0.1550000000000001,-1.881916119580902
0.1560000000000001,-1.880917789011652
0.1570000000000001,-1.879919454750984
0.1580000000000001,-1.87892111867318
0.1590000000000001,-1.877922790002822
0.1600000000000001,-1.876924463429824
0.1610000000000001,-1.875926135883394
0.1620000000000001,-1.874927815102764
0.1630000000000001,-1.873929490818421
0.1640000000000001,-1.872931172207102
0.1650000000000001,-1.871932852198862
0.1660000000000001,-1.870934532739829
0.1670000000000001,-1.869936225687876
0.1680000000000001,-1.868937915312934
0.1690000000000001,-1.867939599775762
0.1700000000000001,-1.866941296708066
0.1710000000000001,-1.865942983963147
0.1720000000000001,-1.864944679990407
0.1730000000000001,-1.863946376707844
0.1740000000000001,-1.862948071477496
0.1750000000000001,-1.861949770411079
0.1760000000000001,-1.8609514790704
0.1770000000000001,-1.859953179124266
0.1780000000000001,-1.858954881297521
0.1790000000000001,-1.857956591570104
0.1800000000000001,-1.856958298622979
0.1810000000000001,-1.855960010765167
0.1820000000000001,-1.854961719193363
0.1830000000000001,-1.853963431152069
0.1840000000000001,-1.85296514457582
0.1850000000000001,-1.851966869559537
0.1860000000000001,-1.850968580170776
