IL,ITOT,VOUT,VDROP
0.0001,+3.017708E-03,1.09567487,0.512634168
0.0003,+3.206658E-03,1.09571751,0.460619808
0.0005,+3.403741E-03,1.09586576,0.408408228
0.001,+3.899917E-03,1.09584539,0.277802557
0.002,+4.895019E-03,1.09588316,0.0158103397
0.003,+5.885686E-03,1.09566211,-0.245198322
0.004,+6.872582E-03,1.09573334,-0.50551877
0.005,+7.864727E-03,1.09606661,-0.766391381
0.006,+8.853231E-03,1.09613344,-1.02747204
0.007,+9.843189E-03,1.09633407,-1.28857866
0.008,+1.050006E-02,1.0951382,-1.5496092
0.009,+1.050004E-02,1.02416891,-1.81066824
0.01,+1.050003E-02,0.763729697,-2.07146326
