IL,ITOT,VOUT,VDROP
0.0001,+3.401419E-03,1.29538824,0.611801987
0.0003,+3.590825E-03,1.29557004,0.559591883
0.0005,+3.788057E-03,1.29561031,0.507381989
0.001,+4.283144E-03,1.29545119,0.376809909
0.002,+5.276489E-03,1.29555453,0.114910087
0.003,+6.266887E-03,1.29576548,-0.146107836
0.004,+7.253532E-03,1.29604966,-0.406396354
0.005,+8.245816E-03,1.29598513,-0.667547666
0.006,+9.234970E-03,1.29600618,-0.928321167
0.007,+1.022524E-02,1.29615924,-1.18939275
0.008,+1.050006E-02,1.29461882,-1.4504513
0.009,+1.050005E-02,1.08219111,-1.71148647
0.01,+1.050005E-02,0.861748519,-1.97254575
