IL,ITOT,VOUT,VDROP
0.0001,+4.107792E-03,1.698881,-0.010406035
0.0003,+4.264419E-03,1.69914627,-0.0104312208
0.0005,+4.454364E-03,1.69910403,-0.0104436997
0.001,+4.946797E-03,1.69909233,-0.0104931677
0.002,+5.936052E-03,1.69905899,-0.0105852707
0.003,+6.926361E-03,1.69870977,-0.0106810543
0.004,+7.915654E-03,1.69862945,-0.0107775357
0.005,+8.901612E-03,1.69880206,-0.0108702976
0.006,+9.890568E-03,1.69877934,-0.0109464969
0.007,+1.049991E-02,1.67532203,-0.011044977
0.008,+1.049991E-02,1.5164248,-0.0111412749
0.009,+1.049990E-02,1.32459466,-0.0112408531
0.01,+1.049990E-02,1.09349846,-0.0113402394
