IL,ITOT,VOUT,VDROP
0.0001,+3.799903E-03,1.49691207,0.711982634
0.0003,+3.982859E-03,1.49703891,0.65963071
0.0005,+4.178776E-03,1.49693687,0.607258483
0.001,+4.672977E-03,1.49692192,0.476399969
0.002,+5.667272E-03,1.49696011,0.213854523
0.003,+6.657802E-03,1.49693975,-0.0478611526
0.004,+7.645923E-03,1.49689221,-0.308744854
0.005,+8.636532E-03,1.49696708,-0.570479606
0.006,+9.626848E-03,1.49696381,-0.832279233
0.007,+1.049987E-02,1.49666117,-1.09405244
0.008,+1.049986E-02,1.39898835,-1.35558584
0.009,+1.049985E-02,1.19207463,-1.61733888
0.01,+1.049985E-02,0.965107698,-1.87910752
