IL,ITOT,VOUT,VDROP
0.0001,+2.647732E-03,0.897983593,0.413816939
0.0003,+2.834141E-03,0.897893605,0.361460786
0.0005,+3.030510E-03,0.897890975,0.309075326
0.001,+3.530573E-03,0.897776297,0.177370421
0.002,+4.523737E-03,0.897696058,-0.0843030056
0.003,+5.513791E-03,0.897543549,-0.345329242
0.004,+6.505174E-03,0.897585099,-0.606890945
0.005,+7.495744E-03,0.897476913,-0.868616699
0.006,+8.488314E-03,0.897505406,-1.13035205
0.007,+9.479493E-03,0.897544973,-1.39211596
0.008,+1.047016E-02,0.897528199,-1.6538752
0.009,+1.049986E-02,0.895235528,-1.91541808
0.01,+1.049983E-02,0.670849242,-2.17715262
