IL,ITOT,VOUT,VDROP
0.0001,+2.338081E-03,0.961445742,0.464143259
0.0003,+2.507774E-03,0.962049315,0.411535912
0.0005,+2.702132E-03,0.962424336,0.358938474
0.001,+3.198646E-03,0.962522183,0.226582525
0.002,+4.188217E-03,0.962349584,-0.0364052035
0.003,+5.175442E-03,0.962405972,-0.298502869
0.004,+6.164659E-03,0.962097261,-0.561522506
0.005,+7.153344E-03,0.962208168,-0.824601415
0.006,+8.144550E-03,0.962574207,-1.08763882
0.007,+9.133049E-03,0.962636997,-1.35047465
0.008,+1.012238E-02,0.962769251,-1.61352946
0.009,+1.049992E-02,0.968868212,-1.87658718
0.01,+1.049990E-02,0.776299962,-2.13960625
