IL,ITOT,VOUT,VDROP
0.0001,+3.301653E-03,1.46302865,0.713946118
0.0003,+3.462335E-03,1.46371852,0.661327964
0.0005,+3.654808E-03,1.46388403,0.608698729
0.001,+4.147392E-03,1.46398661,0.47714684
0.002,+5.137400E-03,1.46372745,0.213262225
0.003,+6.126863E-03,1.46392753,-0.0497677124
0.004,+7.111196E-03,1.46390101,-0.311870263
0.005,+8.100891E-03,1.46424659,-0.574923419
0.006,+9.090391E-03,1.46443657,-0.83801626
0.007,+1.007968E-02,1.46422823,-1.10109262
0.008,+1.049991E-02,1.47283213,-1.36390909
0.009,+1.049991E-02,1.23691361,-1.62696229
0.01,+1.049991E-02,1.00393793,-1.89006709
