IL,ITOT,VOUT,VDROP
0.0001,+3.107421E-03,1.36205928,0.664052427
0.0003,+3.271048E-03,1.36287885,0.611404135
0.0005,+3.463398E-03,1.36325157,0.55879424
0.001,+3.955761E-03,1.36340826,0.427282169
0.002,+4.946099E-03,1.36326842,0.163321267
0.003,+5.935478E-03,1.36306399,-0.099670593
0.004,+6.922199E-03,1.36329741,-0.361971454
0.005,+7.910432E-03,1.36321864,-0.624837609
0.006,+8.899918E-03,1.363326,-0.887847814
0.007,+9.890174E-03,1.36376436,-1.15093417
0.008,+1.049992E-02,1.36931422,-1.41398863
0.009,+1.049990E-02,1.18630736,-1.67704677
0.01,+1.049990E-02,0.953995661,-1.93988844
