IL,ITOT,VOUT,VDROP,VISET
0.0001,+8.987265E-04,0.993827615,0.958795196,0.9774567647058824
0.0003,+1.099475E-03,0.994456277,0.906925275,0.9245967647058824
0.0005,+1.295791E-03,0.993928614,0.855091624,0.8717367647058823
0.001,+1.790178E-03,0.994087572,0.725452771,0.7395867647058824
0.002,+2.774417E-03,0.994069662,0.466211978,0.47528676470588227
0.003,+3.760586E-03,0.994214974,0.206260527,0.2109867647058823
0.004,+4.742042E-03,0.994209405,-0.0528923275,-0.05331323529411769
0.005,+5.725423E-03,0.994910416,-0.311304149,-0.3176132352941179
0.006,+6.707274E-03,0.995250094,-0.570497723,-0.5819132352941179
0.007,+7.689730E-03,0.995124858,-0.829716889,-0.8462132352941178
0.008,+8.672864E-03,0.995161608,-1.08891355,-1.110513235294118
0.009,+9.653915E-03,0.995056284,-1.34786522,-1.3748132352941176
0.01,+1.049991E-02,0.994645885,-1.60705403,-1.639113235294118
