IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.064442E-04,1.09401377,1.05708394,1.0778454411764706
0.0003,+1.107353E-03,1.09490644,1.0054358,1.0249854411764707
0.0005,+1.304841E-03,1.09480095,0.953556323,0.9721254411764707
0.001,+1.796275E-03,1.09494173,0.823900621,0.8399754411764706
0.002,+2.781067E-03,1.09458181,0.564681609,0.5756754411764706
0.003,+3.762290E-03,1.09445906,0.30542,0.31137544117647065
0.004,+4.746230E-03,1.09381999,0.0454951568,0.04707544117647067
0.005,+5.728566E-03,1.09371117,-0.213602577,-0.2172245588235293
0.006,+6.707627E-03,1.09364492,-0.472030974,-0.4815245588235293
0.007,+7.689686E-03,1.09386072,-0.731237043,-0.7458245588235293
0.008,+8.673541E-03,1.09396835,-0.990404591,-1.0101245588235295
0.009,+9.654948E-03,1.0939034,-1.24958439,-1.2744245588235295
0.01,+1.049991E-02,1.09337617,-1.50851199,-1.5387245588235294
