IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.138443E-04,1.29343033,1.25412075,1.2786227941176471
0.0003,+1.112826E-03,1.29334681,1.20223812,1.2257627941176472
0.0005,+1.308770E-03,1.2935779,1.15038363,1.172902794117647
0.001,+1.802214E-03,1.29363814,1.02072511,1.040752794117647
0.002,+2.785505E-03,1.29360927,0.761460454,0.7764527941176471
0.003,+3.767425E-03,1.293613,0.502419078,0.512152794117647
0.004,+4.751771E-03,1.29313323,0.242350239,0.24785279411764694
0.005,+5.734617E-03,1.29313839,-0.0168228199,-0.016447205882353044
0.006,+6.715910E-03,1.29329264,-0.275239753,-0.280747205882353
0.007,+7.697142E-03,1.29334358,-0.534446807,-0.5450472058823532
0.008,+8.679723E-03,1.29333785,-0.793436338,-0.809347205882353
0.009,+9.660830E-03,1.29333657,-1.05260589,-1.0736472058823525
0.01,+1.049992E-02,1.29251889,-1.31177139,-1.337947205882353
