VIN,ITOT,VOUT,VDROP
3.3,+3.221687E-03,1.59087729,-1.38202725
3.2,+3.195210E-03,1.59074051,-1.3819984
3.1,+3.182788E-03,1.59066968,-1.38204031
3.0,+3.171715E-03,1.59056717,-1.38203923
2.9,+3.161499E-03,1.59049857,-1.38200699
2.8,+3.151722E-03,1.59046381,-1.38202623
2.7,+3.141524E-03,1.59037789,-1.38203266
2.6,+3.131214E-03,1.5904033,-1.38203085
2.5,+3.115721E-03,1.59036443,-1.3820344
2.4,+3.068681E-03,1.59020588,-1.38203042
2.3,+2.978145E-03,1.51355187,-1.38204083
2.2,+2.878331E-03,1.41512039,-1.3820425
2.1,+2.774465E-03,1.31624578,-1.38210493
2.0,+2.669911E-03,1.21731073,-1.3821229
1.9,+2.565511E-03,1.11843295,-1.38215017
1.8,+2.461114E-03,1.01965762,-1.38219974
1.7,+2.356907E-03,0.920848759,-1.38220474
1.6,+2.252584E-03,0.822119839,-1.3822485
